NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         62.7400         -1.2611          1.3047         -3.2549
         62.7600          2.0219          5.8487         -3.0469
         62.7800          0.8549          9.0577         -1.7279
         62.8000         -0.3681          7.5197         -1.2029
         62.8200          0.8519          4.6007         -1.6629
         62.8400          2.3529          4.8927         -2.1479
         62.8600          0.2669          7.2697         -2.5259
         62.8800         -0.4561          8.4777         -2.4999
         62.9000          2.6729          5.2857         -1.7969
         62.9200          7.2979          1.4907         -0.6119
         62.9400         10.9909          0.7587          0.5801
         62.9600          8.7789          0.8197          1.7891
         62.9800          3.7009          0.6617          2.5771
         63.0000          1.0619          0.5367          2.5911
         63.0200         -0.0781         -0.5303          2.4091
         63.0400         -1.1711         -2.6053          2.4181
         63.0600         -2.3181         -3.9783          2.5721
         63.0800         -3.0931          0.3957          2.7441
         63.1000         -3.1561          5.9917          2.8231
         63.1200         -3.0251          2.3247          1.4471
         63.1400         -1.8291         -2.4863         -1.8959
         63.1600          3.9419          0.9507         -3.8499
         63.1800          8.6429          8.6957         -2.3039
         63.2000          6.5559         11.8157         -0.7209
         63.2200          2.6829          5.2577         -0.3159
         63.2400          1.9459         -1.0903         -1.3979
         63.2600          1.4749          2.5327         -3.5839
         63.2800         -1.4921          4.6637         -4.3109
         63.3000         -5.5681          0.1087         -4.1449
         63.3200         -6.6541         -2.8203         -2.8539
         63.3400         -1.6811          2.6887          0.6911
         63.3600          2.9119          9.2687          2.3241
         63.3800          4.2249          2.2767          1.4701
         63.4000          1.6159         -7.3903          0.4621
         63.4200         -4.6421         -5.3663          0.6651
         63.4400         -4.2201          1.0147          1.2981
         63.4600         -0.5381          6.2397          0.2131
         63.4800         -4.4501          8.7737         -0.5889
         63.5000         -2.9351          8.5527          0.5981
         63.5200          5.2029          1.6937          2.7711
         63.5400          4.5399         -3.9603          5.5301
         63.5600          0.6609         -1.2573          6.9111
         63.5800         -1.0851          2.9337          5.6491
         63.6000         -3.4211          4.6357          3.8311
         63.6200         -5.9311          1.5037          2.5361
         63.6400         -7.0721         -1.0703          1.6121
         63.6600         -4.9141          0.4707          2.1881
         63.6800         -3.2951          2.7347          3.0361
         63.7000         -3.4071          1.1657          0.9931
         63.7200         -2.2811         -1.8223         -0.4549
         63.7400          0.1099         -0.5033          0.0931
         63.7600          0.1579         -1.4313          0.6731
         63.7800         -2.7741         -4.0703         -0.0029
         63.8000         -2.3011         -0.9643         -0.8999
         63.8200          5.8369          1.8737          0.4111
         63.8400         10.4439         -1.6493          1.8111
         63.8600          7.9229         -3.6863          1.9891
         63.8800          4.9649          1.2447          1.9191
         63.9000          2.2769          7.9397          1.8901
         63.9200          0.0239          8.2107          1.8301
         63.9400          1.8969          1.4337          1.8101
         63.9600          6.8219         -1.9533          1.6031
         63.9800          7.6799          1.1827          0.8381
         64.0000          5.6909          2.7107         -0.2919
         64.0200          3.6729          1.0977         -1.4309
         64.0400          1.5369         -0.5703         -2.4359
         64.0600         -0.3881          2.3407         -3.0669
         64.0800         -1.7671          2.8357         -3.3879
         64.1000         -2.8011         -3.6483         -3.7969
         64.1200         -3.9501         -5.3783         -4.0729
         64.1400         -4.3391         -2.0403         -4.5589
         64.1600         -2.5831          0.4967         -3.8299
         64.1800         -0.6561          1.5617         -2.3779
         64.2000         -2.7591          2.3497         -2.6659
         64.2200         -4.7691          5.1527         -3.1529
         64.2400         -2.8851          7.7307         -2.5369
         64.2600         -4.5271          6.0617         -0.8419
         64.2800         -8.1891          4.1437          1.8821
         64.3000         -7.7811          6.4747          1.5911
         64.3200         -5.7211          4.4597         -0.0969
         64.3400         -4.3081          0.8107          3.2231
         64.3600         -4.1301          0.9747          4.7731
         64.3800         -4.5541          1.7377          1.7561
         64.4000         -4.9401          4.1807          1.2141
         64.4200         -4.8081          7.0867          1.7521
         64.4400         -2.8351          7.0167         -0.0159
         64.4600          0.1699          3.8147         -1.7399
         64.4800          3.0709          3.1667         -1.8489
         64.5000          6.1919          5.6497         -0.6459
         64.5200          7.1599          7.1097         -0.2349
         64.5400          2.6839          2.6247         -1.9469
         64.5600         -0.6911          3.0457         -2.0679
